Year,Region,State,District,Lat,Lon,Rainfall_IMD_mm,Soil_Moisture_Historical,Mean_Temp_Historical,NDVI_Vegetation_Index,Soil_pH,Soil_Type,Nitrogen,Phosphorus,Potassium,Recommended_Crop,Historical_MSP_INR
2021,Central_India,Chhattisgarh,Koriya,23.25,82.5,1311.2,0.25,25.0,0.86,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Chhattisgarh,Koriya,23.25,82.5,1165.3,0.25,25.0,0.81,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Chhattisgarh,Koriya,23.25,82.5,993.5,0.25,25.0,0.76,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Chhattisgarh,Koriya,23.25,82.5,1284.5,0.25,25.0,0.85,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1164.7,0.25,25.0,0.81,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1201.4,0.25,25.0,0.83,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,957.0,0.25,25.0,0.74,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1193.6,0.25,25.0,0.82,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2019,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1347.5,0.25,25.0,0.87,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1489.6,0.25,25.0,0.92,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1093.2,0.25,25.0,0.79,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1314.1,0.25,25.0,0.86,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1234.4,0.25,25.0,0.84,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Chhattisgarh,Mahasamund,21.0,82.0,1038.3,0.25,25.0,0.77,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Chhattisgarh,Mungeli,22.0,81.75,1123.8,0.25,25.0,0.8,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Chhattisgarh,Mungeli,22.0,81.75,922.8,0.25,25.0,0.73,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Chhattisgarh,Mungeli,22.0,81.75,783.8,0.25,25.0,0.69,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Chhattisgarh,Mungeli,22.0,81.75,884.6,0.25,25.0,0.72,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Chhattisgarh,Mungeli,22.0,81.75,1180.3,0.25,25.0,0.82,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Chhattisgarh,Mungeli,22.0,81.75,1518.3,0.25,25.0,0.93,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Chhattisgarh,Mungeli,22.0,81.75,1330.8,0.25,25.0,0.87,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Chhattisgarh,Mungeli,22.0,81.75,1416.3,0.25,25.0,0.9,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Chhattisgarh,Mungeli,22.0,81.75,1552.2,0.25,25.0,0.93,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Chhattisgarh,Mungeli,22.0,81.75,1074.8,0.25,25.0,0.78,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1307.3,0.259,25.1,0.87,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1741.4,0.256,25.3,0.93,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1173.1,0.226,24.6,0.8,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3500
2018,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1362.6,0.206,24.1,0.86,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3700
2019,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1879.6,0.215,24.6,0.91,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1708.0,0.239,24.0,0.92,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4225
2021,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1366.1,0.233,24.0,0.87,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2022,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1526.5,0.231,23.9,0.92,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2023,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1340.0,0.228,24.2,0.86,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Jute,5050
2024,Central_India,Chhattisgarh,Narayanpur,19.75,81.25,1622.7,0.236,24.7,0.92,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Jute,5335
2015,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1418.9,0.242,26.5,0.89,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2016,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1178.3,0.246,26.6,0.82,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2017,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1245.0,0.236,27.2,0.83,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2018,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1277.6,0.245,26.5,0.85,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2019,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1762.9,0.246,26.6,0.92,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2020,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1880.3,0.264,25.8,0.93,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4225
2021,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1212.6,0.255,26.3,0.83,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2022,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1614.9,0.252,26.4,0.93,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2023,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1424.1,0.243,26.7,0.9,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2024,Central_India,Chhattisgarh,Raigarh,22.0,83.5,1258.0,0.238,26.5,0.84,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2015,Central_India,Chhattisgarh,Raipur,21.0,82.0,1164.7,0.23,26.6,0.8,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2016,Central_India,Chhattisgarh,Raipur,21.0,82.0,1201.4,0.237,26.7,0.82,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2017,Central_India,Chhattisgarh,Raipur,21.0,82.0,957.0,0.239,26.5,0.74,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2018,Central_India,Chhattisgarh,Raipur,21.0,82.0,1193.6,0.229,25.9,0.81,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2019,Central_India,Chhattisgarh,Raipur,21.0,82.0,1347.5,0.237,26.3,0.87,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2020,Central_India,Chhattisgarh,Raipur,21.0,82.0,1489.6,0.245,25.8,0.92,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Chhattisgarh,Raipur,21.0,82.0,1093.2,0.237,26.1,0.78,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4500
2022,Central_India,Chhattisgarh,Raipur,21.0,82.0,1314.1,0.241,26.0,0.86,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Chhattisgarh,Raipur,21.0,82.0,1234.4,0.241,26.3,0.83,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Chhattisgarh,Raipur,21.0,82.0,1038.3,0.264,26.4,0.78,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2015,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,892.9,0.221,26.4,0.71,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2016,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1430.6,0.229,26.6,0.89,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2017,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1004.8,0.226,26.6,0.75,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2018,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1128.0,0.219,26.1,0.79,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3700
2019,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1010.3,0.226,26.4,0.75,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2020,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1243.4,0.242,25.6,0.84,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1337.7,0.229,25.8,0.86,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1407.8,0.233,25.9,0.89,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1289.2,0.227,26.0,0.84,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Chhattisgarh,Rajnandgaon,21.0,81.0,1178.1,0.234,26.5,0.81,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Banana,0
2015,Central_India,Chhattisgarh,Sukma,18.5,81.75,2152.1,0.241,27.0,0.92,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2016,Central_India,Chhattisgarh,Sukma,18.5,81.75,1533.4,0.248,26.9,0.92,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2017,Central_India,Chhattisgarh,Sukma,18.5,81.75,2124.9,0.252,26.7,0.93,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2018,Central_India,Chhattisgarh,Sukma,18.5,81.75,2049.1,0.232,26.5,0.92,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2019,Central_India,Chhattisgarh,Sukma,18.5,81.75,1636.2,0.236,27.2,0.92,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2020,Central_India,Chhattisgarh,Sukma,18.5,81.75,1834.6,0.249,26.9,0.92,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2021,Central_India,Chhattisgarh,Sukma,18.5,81.75,1534.6,0.259,26.6,0.93,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2022,Central_India,Chhattisgarh,Sukma,18.5,81.75,1557.2,0.251,26.4,0.93,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2023,Central_India,Chhattisgarh,Sukma,18.5,81.75,1897.7,0.249,26.7,0.92,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2024,Central_India,Chhattisgarh,Sukma,18.5,81.75,2357.6,0.255,27.3,0.93,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coconut,0
2015,Central_India,Chhattisgarh,Surajpur,23.25,82.75,837.7,0.24,24.1,0.7,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Chhattisgarh,Surajpur,23.25,82.75,869.3,0.242,24.4,0.71,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Chhattisgarh,Surajpur,23.25,82.75,1161.9,0.224,24.7,0.8,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3500
2018,Central_India,Chhattisgarh,Surajpur,23.25,82.75,1193.1,0.22,24.1,0.81,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3700
2019,Central_India,Chhattisgarh,Surajpur,23.25,82.75,1450.8,0.232,24.3,0.9,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Chhattisgarh,Surajpur,23.25,82.75,1846.0,0.262,23.1,0.93,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Rice,1868
2021,Central_India,Chhattisgarh,Surajpur,23.25,82.75,1341.1,0.238,23.7,0.87,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2022,Central_India,Chhattisgarh,Surajpur,23.25,82.75,1246.3,0.235,24.1,0.83,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4750
2023,Central_India,Chhattisgarh,Surajpur,23.25,82.75,941.7,0.234,24.2,0.73,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Chhattisgarh,Surajpur,23.25,82.75,1325.8,0.26,24.2,0.87,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,5335
2015,Central_India,Chhattisgarh,Surguja,23.0,83.25,1174.0,0.244,24.1,0.81,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,2700
2016,Central_India,Chhattisgarh,Surguja,23.0,83.25,1347.2,0.24,24.5,0.87,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3200
2017,Central_India,Chhattisgarh,Surguja,23.0,83.25,1381.5,0.23,24.4,0.88,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3500
2018,Central_India,Chhattisgarh,Surguja,23.0,83.25,1144.3,0.229,23.8,0.8,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2019,Central_India,Chhattisgarh,Surguja,23.0,83.25,1325.7,0.248,23.9,0.87,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2020,Central_India,Chhattisgarh,Surguja,23.0,83.25,1672.4,0.277,23.0,0.94,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2021,Central_India,Chhattisgarh,Surguja,23.0,83.25,1248.5,0.245,23.5,0.84,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2022,Central_India,Chhattisgarh,Surguja,23.0,83.25,1300.5,0.249,23.7,0.86,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2023,Central_India,Chhattisgarh,Surguja,23.0,83.25,596.5,0.249,23.8,0.62,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Chhattisgarh,Surguja,23.0,83.25,827.9,0.259,23.8,0.71,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2015,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,1865.8,0.306,25.5,0.95,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Jute,2700
2016,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,1375.3,0.309,25.8,0.91,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,866.1,0.32,25.5,0.75,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,803.8,0.313,25.7,0.72,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,1991.4,0.333,25.0,0.97,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,966.0,0.323,25.1,0.78,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,1383.3,0.331,25.0,0.93,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2022,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,1651.8,0.323,25.4,0.96,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,1027.5,0.326,25.0,0.81,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Agar Malwa,23.75,76.0,1069.3,0.334,25.4,0.82,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,851.5,0.256,25.8,0.71,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,972.5,0.271,25.6,0.76,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,771.5,0.219,25.8,0.67,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,609.9,0.214,25.9,0.61,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Watermelon,0
2019,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,1425.8,0.237,25.4,0.89,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,917.8,0.237,25.7,0.72,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,900.4,0.26,25.4,0.73,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,856.0,0.244,25.5,0.71,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6380
2023,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,1471.0,0.256,25.6,0.92,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Alirajpur,22.25,74.25,1826.3,0.286,26.1,0.94,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Jute,5335
2015,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,997.6,0.255,23.9,0.76,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2016,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1262.5,0.247,24.3,0.84,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3200
2017,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,899.6,0.198,24.7,0.7,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1001.6,0.196,24.3,0.73,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1470.4,0.207,24.4,0.89,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1390.8,0.244,23.4,0.89,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2021,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1310.3,0.212,23.9,0.84,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2022,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1235.7,0.219,24.2,0.82,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4750
2023,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1298.8,0.232,24.0,0.85,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Apple,0
2024,Central_India,Madhya Pradesh,Anuppur,23.0,81.75,1134.9,0.254,24.5,0.81,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Jute,5335
2015,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,906.9,0.308,24.9,0.76,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4100
2016,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,1083.2,0.293,25.5,0.81,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,886.1,0.283,25.1,0.74,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,913.0,0.279,25.5,0.74,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,1451.7,0.296,24.9,0.93,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Jute,3950
2020,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,964.3,0.3,24.5,0.77,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5825
2021,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,1251.5,0.299,24.8,0.87,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4500
2022,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,1332.0,0.311,24.9,0.9,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4750
2023,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,721.6,0.307,24.6,0.69,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Ashok Nagar,24.5,77.75,1254.5,0.325,24.9,0.88,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1135.0,0.247,24.7,0.8,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Jute,2700
2016,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1079.0,0.241,25.0,0.78,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2017,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,948.1,0.245,25.6,0.74,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1119.6,0.237,25.2,0.79,7.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2019,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1409.3,0.259,25.3,0.9,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1649.3,0.309,24.2,0.95,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4225
2021,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1156.9,0.264,24.8,0.82,8.1,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4500
2022,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1572.7,0.28,24.8,0.94,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Jute,4750
2023,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1478.3,0.266,24.8,0.93,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,5050
2024,Central_India,Madhya Pradesh,Balaghat,22.0,80.25,1647.1,0.303,24.7,0.95,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Jute,5335
2015,Central_India,Madhya Pradesh,Barwani,22.0,75.0,1201.8,0.25,25.0,0.83,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Barwani,22.0,75.0,1012.9,0.25,25.0,0.76,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Madhya Pradesh,Barwani,22.0,75.0,744.2,0.25,25.0,0.67,7.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Barwani,22.0,75.0,822.0,0.25,25.0,0.7,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Barwani,22.0,75.0,1487.7,0.25,25.0,0.92,8.2,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Barwani,22.0,75.0,1240.3,0.25,25.0,0.84,7.3,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Barwani,22.0,75.0,974.4,0.25,25.0,0.75,7.7,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Barwani,22.0,75.0,1158.3,0.25,25.0,0.81,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Barwani,22.0,75.0,971.7,0.25,25.0,0.75,7.5,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7020
2024,Central_India,Madhya Pradesh,Barwani,22.0,75.0,856.8,0.25,25.0,0.71,7.6,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,7521
2015,Central_India,Madhya Pradesh,Betul,21.75,77.75,1198.4,0.25,25.0,0.82,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2016,Central_India,Madhya Pradesh,Betul,21.75,77.75,823.9,0.25,25.0,0.7,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
2017,Central_India,Madhya Pradesh,Betul,21.75,77.75,714.5,0.25,25.0,0.66,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4320
2018,Central_India,Madhya Pradesh,Betul,21.75,77.75,616.4,0.25,25.0,0.63,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,5450
2019,Central_India,Madhya Pradesh,Betul,21.75,77.75,1123.1,0.25,25.0,0.8,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2020,Central_India,Madhya Pradesh,Betul,21.75,77.75,1155.1,0.25,25.0,0.81,8.0,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2021,Central_India,Madhya Pradesh,Betul,21.75,77.75,1017.3,0.25,25.0,0.76,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,6025
2022,Central_India,Madhya Pradesh,Betul,21.75,77.75,1371.4,0.25,25.0,0.88,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2023,Central_India,Madhya Pradesh,Betul,21.75,77.75,1078.6,0.25,25.0,0.78,7.9,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2024,Central_India,Madhya Pradesh,Betul,21.75,77.75,1141.8,0.25,25.0,0.81,7.4,Black & Mixed / Vertisols,Medium,Medium,High,Coffee,0
2015,Central_India,Madhya Pradesh,Bhind,26.5,78.75,431.7,0.25,25.0,0.57,7.8,Black & Mixed / Vertisols,Medium,Medium,High,Watermelon,0
2016,Central_India,Madhya Pradesh,Bhind,26.5,78.75,607.5,0.25,25.0,0.63,7.1,Black & Mixed / Vertisols,Medium,Medium,High,Cotton,4160
